name,value
scale,42.204526998156474
mean_k,0.03194643619097242
r_sigma_k,0.21550428180302186
k_H_over_k,0.08815976392244948
b,-0.7401460694982984
k_H,0.002816394124468263
p_H,0.77039431636052
sigma_H_squared,0.176886913679927
alpha_H,0.00019678688745590838
kappa_H,0.0011125011079790219
rho0,0.00011330919274789404
stretch_ratio,1.276469789019107
highq_coefficient,0.011436047070230111
rms_relative,0.11552370395077549
