name,value
scale,59.45262028809252
mean_k,0.01891674878605797
r_sigma_k,0.2078183358573809
k_H_over_k,0.05914019946989625
b,0.10860696017772523
k_H,0.0011187409306212916
p_H,0.45675711999543234
sigma_H_squared,0.24813005332891055
alpha_H,0.00010219453637425379
kappa_H,0.00041185876117468565
rho0,3.9606102184476124e-05
stretch_ratio,1.1935191971188952
highq_coefficient,0.003357637488385972
rms_relative,0.7784039266276184
