name,value
scale,30.478496150386015
mean_k,0.056523592539674976
r_sigma_k,0.25588188665074035
k_H_over_k,0.053693455720446294
b,-1.737576582547059
k_H,0.00303507776872771
p_H,0.9588572754778524
sigma_H_squared,0.039450000741042296
alpha_H,6.163457073057525e-05
kappa_H,0.0015623465037467785
rho0,0.00036117539753473607
stretch_ratio,1.266946993102093
highq_coefficient,0.03278834681427367
rms_relative,0.08833682701651195
