name,value_1,value_2,background,relative_rmse
subtracted_background,-0.04804181974601952,nan,nan,nan
characteristic_q,0.061,nan,nan,nan
lowQ_DAB,0.01841033723523873,4.296212290061969e-08,0.0,0.18915425081925533
lowQ_Qminus4,2.110076315675787e-09,nan,0.0,0.5581918065631348
highQ_line,0.012346371741045773,0.0039299721836750495,0.0,0.0420702970281006
