name,value
scale,31.06321881313357
mean_k,0.0375363599077493
r_sigma_k,0.26596106007357523
k_H_over_k,0.046298800803096445
b,-1.6559011704467324
k_H,0.0017375556606179445
p_H,0.9511290827174534
sigma_H_squared,0.046482550726509045
alpha_H,4.053018713906686e-05
kappa_H,0.0008719441275401535
rho0,0.00015995846088207684
highq_coefficient,0.014847146937673736
skewness,0.26233361243326103
