name,value
scale,29.662291493345545
mean_k,0.030382001688478977
r_sigma_k,0.5972794593384336
k_H_over_k,0.19855394769091236
b,-1.522392531828721
k_H,0.006028959680467194
p_H,0.9360446225091299
sigma_H_squared,0.059865087180870406
alpha_H,0.00017386984979399323
kappa_H,0.002904361423022407
rho0,0.00013272562865192223
highq_coefficient,0.011577263414681198
skewness,0.3436119717681907
