name,value_1,value_2,background,relative_rmse
subtracted_background,-0.010169561703841937,nan,nan,nan
peak_position,0.08719055136668219,0.3589767780480849,nan,nan
lowQ_DAB,0.0015440433267333656,5.9786823369199086e-09,0.0,0.1401204285561497
lowQ_Qminus4,2.8320191241688043e-09,nan,0.0,0.3654788224032282
highQ_line,0.03320621455638277,0.010569866376036734,0.0,0.03819997983756115
