Q,I,err,count
1.029880202502982426e-03,1.724427378794787247e+00,1.802030836115886547e+00,1.000000000000000000e+00
1.318886697563139646e-03,3.062644668736061959e+01,3.802297380406616245e+00,1.000000000000000000e+00
1.381725917062064622e-03,1.256798569686348088e+02,6.913367284998003015e+00,1.000000000000000000e+00
1.499524535029688865e-03,1.935551421463949282e+02,1.014589547952090776e+01,1.000000000000000000e+00
1.608726683749914536e-03,2.384255335002931702e+02,1.227150872727699671e+01,1.000000000000000000e+00
1.660631871481363072e-03,1.700840923938909839e+02,7.157575551778982970e+00,1.000000000000000000e+00
1.759861714213932938e-03,1.517355090250799776e+02,9.934183703044137559e+00,1.000000000000000000e+00
1.912149363681436886e-03,1.213254772127371979e+02,4.930646674062816537e+00,1.000000000000000000e+00
2.028626675082429581e-03,9.996965949315779199e+01,8.486869482629595396e+00,1.000000000000000000e+00
2.070033228428954340e-03,7.195512244290891601e+01,5.318935007619367994e+00,1.000000000000000000e+00
2.185198382459913307e-03,8.465046158928269904e+01,3.679073306700289425e+00,1.000000000000000000e+00
2.295401566914627520e-03,5.409924900546482007e+01,3.080700436644428386e+00,1.000000000000000000e+00
2.410882724418589394e-03,3.982220373162977012e+01,4.181985104659253771e+00,1.000000000000000000e+00
2.491554762408178247e-03,5.110409046764301166e+01,2.590844139893586195e+00,1.000000000000000000e+00
2.564270712874364578e-03,3.975576624328941477e+01,2.711123325315508481e+00,1.000000000000000000e+00
2.690243975063670145e-03,2.930071024809716818e+01,2.214589567968155759e+00,1.000000000000000000e+00
2.808753243102662771e-03,3.474525647406008488e+01,1.704547810946204889e+00,1.000000000000000000e+00
2.929624625046191918e-03,1.961337365955759182e+01,1.775618510013602158e+00,1.000000000000000000e+00
3.083374646050461663e-03,2.026954340736220672e+01,1.435026789054186569e+00,1.000000000000000000e+00
3.188396999187026546e-03,1.863308342122761729e+01,1.655356342879140241e+00,1.000000000000000000e+00
3.342703922838503785e-03,1.661366438808224899e+01,1.219552142026115948e+00,1.000000000000000000e+00
3.479584512124636077e-03,1.287701250429516264e+01,1.192827255098998673e+00,1.000000000000000000e+00
3.663338711021686765e-03,1.258430185472282048e+01,9.145687311162485900e-01,1.000000000000000000e+00
3.814171764191158151e-03,8.704157674578357984e+00,1.147039463106974244e+00,1.000000000000000000e+00
3.963039937061135082e-03,9.013633191730638927e+00,8.790542876039122433e-01,1.000000000000000000e+00
4.137725771273845221e-03,7.313389737642221000e+00,8.900911408706194683e-01,1.000000000000000000e+00
4.310886989258130159e-03,6.097330786742322317e+00,7.475357896225933718e-01,1.000000000000000000e+00
4.521645323762290766e-03,6.005994951675290849e+00,7.438490861084426919e-01,1.000000000000000000e+00
4.725105215184107789e-03,4.407998107962379564e+00,6.532310638349962950e-01,1.000000000000000000e+00
4.924092364723929582e-03,4.278397939002060113e+00,6.352424226047065359e-01,1.000000000000000000e+00
5.137909105876913539e-03,4.055261795810189973e+00,5.870132879025659056e-01,1.000000000000000000e+00
5.371798409526735985e-03,2.919083577208731572e+00,5.320064037410717761e-01,1.000000000000000000e+00
5.605435345323486578e-03,2.825442244068175679e+00,5.313077449333586388e-01,1.000000000000000000e+00
5.821345538048161052e-03,1.907061066148509454e+00,5.064145240839161843e-01,1.000000000000000000e+00
6.081332575715576831e-03,2.339802629634306630e+00,4.268382485672390647e-01,1.000000000000000000e+00
6.357818523235810905e-03,1.837940624399603928e+00,4.363705971590723931e-01,1.000000000000000000e+00
6.629891907601249967e-03,1.853697101549129034e+00,4.068225851898431555e-01,1.000000000000000000e+00
6.913458624917227270e-03,1.406461071787055594e+00,3.893630345547537952e-01,1.000000000000000000e+00
7.204083671415976650e-03,1.261130691113187208e+00,3.761775822348646381e-01,1.000000000000000000e+00
7.520270362837404125e-03,1.232024336733727354e+00,3.336534862934582568e-01,1.000000000000000000e+00
7.856477454476984423e-03,9.214851917123993985e-01,3.332363082018603984e-01,1.000000000000000000e+00
8.149090595851888122e-03,9.972658210510993992e-01,8.384270691583542434e-02,2.000000000000000000e+00
8.565122008883541138e-03,8.863412203031981740e-01,2.978628687082664483e-01,1.000000000000000000e+00
8.816672640498360303e-03,8.365208503920524841e-01,6.103633137950357362e-02,2.000000000000000000e+00
8.971842088051969200e-03,5.693837461559082547e-01,3.878894895614291155e-02,1.000000000000000000e+00
9.423528171805155632e-03,5.009422828096951053e-01,5.054174032056182181e-02,2.000000000000000000e+00
9.745037173786439896e-03,4.121786326152260260e-01,2.609688122259435916e-01,1.000000000000000000e+00
1.017091098263514688e-02,4.425716888727757037e-01,2.452737147840129139e-01,1.000000000000000000e+00
1.047263942487483730e-02,4.464068099428957215e-01,2.160981473241881459e-02,2.000000000000000000e+00
1.107351889487671708e-02,3.282714991069042854e-01,2.482136613798604716e-02,2.000000000000000000e+00
1.158433771814053152e-02,3.214535894759266155e-01,2.922267164389003372e-02,2.000000000000000000e+00
1.198312253681269555e-02,2.644799497369528796e-01,2.321040335145994546e-02,2.000000000000000000e+00
1.248356688265144822e-02,2.467652231947293773e-01,1.894866634329810118e-02,2.000000000000000000e+00
1.302519010043231597e-02,2.306599783099346213e-01,2.764278619609628410e-02,1.000000000000000000e+00
1.333230184424476911e-02,2.114370577033687360e-01,1.337750053724298151e-02,2.000000000000000000e+00
1.381946162277382893e-02,2.181817625690684326e-01,3.092805601442707650e-02,2.000000000000000000e+00
1.428968717154040398e-02,1.183869252275787931e-01,1.928166049376146551e-01,1.000000000000000000e+00
1.471706101995580440e-02,1.852653091762534732e-01,1.493783387104994330e-02,2.000000000000000000e+00
1.508096559438774908e-02,1.840349662337800452e-01,1.266823638347552156e-02,1.000000000000000000e+00
1.567440197223955722e-02,1.678274567250949145e-01,1.068769534080229837e-02,3.000000000000000000e+00
1.623542374825294801e-02,1.939605727471575836e-01,2.543420891401034778e-01,1.000000000000000000e+00
1.679522622772237211e-02,1.634904075321865491e-01,9.742751691962960037e-03,2.000000000000000000e+00
1.744305363142721610e-02,1.426622538407197049e-01,1.111909499694798721e-02,2.000000000000000000e+00
1.821637609071816502e-02,1.449867854624814212e-01,9.609881813925998453e-03,2.000000000000000000e+00
1.872080193530444026e-02,1.257464716633504842e-01,8.097202263693365279e-03,2.000000000000000000e+00
1.940734783867090890e-02,1.349766313159186937e-01,8.527905518566395240e-03,2.000000000000000000e+00
2.011656900771569348e-02,1.188961168223211795e-01,7.693014106548109500e-03,2.000000000000000000e+00
2.097426551875726172e-02,1.191988170415952952e-01,7.447203597482791003e-03,2.000000000000000000e+00
2.176396827728280595e-02,1.310896276962785489e-01,7.697927275316631714e-03,1.000000000000000000e+00
2.304986580035186736e-02,1.266417068725399775e-01,5.029338091830422124e-03,2.000000000000000000e+00
2.425756125598791529e-02,1.307128342001200594e-01,6.071602613432832904e-03,1.000000000000000000e+00
2.490719186390941836e-02,1.333264926587003907e-01,6.964038401566651978e-03,1.000000000000000000e+00
2.579865889394116624e-02,1.300129286391510930e-01,5.668390950112012217e-03,1.000000000000000000e+00
2.667013987670234162e-02,1.327420040178379779e-01,5.607676747587653047e-03,1.000000000000000000e+00
2.771503015016948956e-02,1.337219584343993795e-01,5.050441057586125236e-03,1.000000000000000000e+00
2.859368421612196523e-02,1.447388475778018102e-01,6.308762827458634474e-03,1.000000000000000000e+00
2.951447492885961657e-02,1.444092804922214313e-01,4.517379559582457814e-03,1.000000000000000000e+00
3.061562445324804427e-02,1.523954733697741037e-01,5.198985041494638172e-03,1.000000000000000000e+00
3.156227979959883023e-02,1.523267807800258722e-01,4.982826824826660193e-03,1.000000000000000000e+00
3.259506328870292319e-02,1.528559138970415343e-01,4.655112922398316026e-03,1.000000000000000000e+00
3.384712910430039134e-02,1.583590114553078410e-01,4.114957702039090739e-03,1.000000000000000000e+00
3.502666680268168992e-02,1.668979658576253133e-01,4.437074541786307710e-03,1.000000000000000000e+00
3.608411690544479494e-02,1.761067017263059087e-01,4.236353023761707873e-03,1.000000000000000000e+00
3.740308270479330427e-02,1.819255605529503106e-01,3.753087030753142223e-03,1.000000000000000000e+00
3.851348080971872534e-02,1.887532701027627990e-01,3.282287534437223261e-03,2.000000000000000000e+00
3.978499794244601956e-02,1.991021640069542964e-01,2.624922442637678700e-03,2.000000000000000000e+00
4.163161920608882821e-02,2.047277781211408743e-01,3.103671195707731825e-03,2.000000000000000000e+00
4.289679195542570739e-02,2.059852127791504117e-01,3.480293306388370159e-03,1.000000000000000000e+00
4.438414979045095243e-02,2.099463894258136731e-01,3.370422363937123581e-03,1.000000000000000000e+00
4.566001087036158923e-02,2.147774974198096709e-01,2.190819258176102124e-03,2.000000000000000000e+00
4.740162685349656041e-02,2.274252848737184363e-01,3.328207881095915539e-03,1.000000000000000000e+00
4.886980810049567497e-02,2.260363509132689575e-01,2.323516678806857808e-03,2.000000000000000000e+00
5.093309922617410973e-02,2.271621323465286002e-01,2.431489604592870779e-03,2.000000000000000000e+00
5.248379674487226032e-02,2.234949374981469727e-01,2.218582901355351227e-03,2.000000000000000000e+00
5.437961251237895255e-02,2.223311563616936493e-01,2.059691992077554434e-03,2.000000000000000000e+00
5.668469861568958129e-02,2.181127307320829267e-01,2.282125176541330465e-03,2.000000000000000000e+00
5.800105797149550380e-02,2.179489901516449002e-01,2.668954409855094165e-03,1.000000000000000000e+00
6.029426732721518412e-02,2.108496214880172803e-01,1.552674194443990404e-03,3.000000000000000000e+00
6.212917967761300009e-02,2.069284506462538142e-01,2.452953397891790600e-03,1.000000000000000000e+00
6.404774697856922827e-02,1.983576469957346045e-01,1.822639984722328882e-03,2.000000000000000000e+00
6.636490686460176647e-02,1.866550532753055713e-01,1.622400893346168712e-03,2.000000000000000000e+00
6.904567655939464199e-02,1.779002959833485553e-01,1.523615840362287218e-03,3.000000000000000000e+00
7.101138663560449538e-02,1.758378906387705054e-01,2.145645574462007755e-03,1.000000000000000000e+00
7.336895743619251120e-02,1.665951931688930687e-01,1.456754010806404808e-03,2.000000000000000000e+00
7.588539658703885582e-02,1.585598889899533792e-01,1.574497791190115382e-03,2.000000000000000000e+00
7.891670992906019144e-02,1.507938147790103545e-01,1.463612038144805659e-03,2.000000000000000000e+00
8.197715529228655207e-02,1.441360521495901326e-01,1.336930554556202671e-03,3.000000000000000000e+00
8.508976933886307215e-02,1.348454920389133560e-01,1.509971565230228217e-03,2.000000000000000000e+00
8.784890981392069753e-02,1.304660747348705130e-01,1.407252470820560602e-03,2.000000000000000000e+00
