Q,I,err,count
9.000361925701749755e-02,1.261352147803714019e-01,2.573269456884089579e-03,1.000000000000000000e+00
9.388637713796940676e-02,1.199682964523253181e-01,1.104443461571874780e-03,3.000000000000000000e+00
9.612972625647848990e-02,1.195601424447150229e-01,3.168274532312732525e-03,1.000000000000000000e+00
1.006199045739266107e-01,1.151064087769050892e-01,1.286722685366943879e-03,3.000000000000000000e+00
1.046591747308867476e-01,1.102212867800986540e-01,1.712979110896324566e-03,2.000000000000000000e+00
1.086973725861200141e-01,1.074320732494066788e-01,1.086731053541166144e-03,3.000000000000000000e+00
1.134447459187657437e-01,1.023280041615694524e-01,1.385667789450765325e-03,2.000000000000000000e+00
1.173110143632663666e-01,9.957443577752855823e-02,1.339784091474863171e-03,1.000000000000000000e+00
1.219069958677685694e-01,9.471461662289068495e-02,1.241146126634830055e-03,1.000000000000000000e+00
1.257718244152171150e-01,9.142335548951940893e-02,1.517806793355877754e-03,1.000000000000000000e+00
1.298218015330372122e-01,8.790559351082577466e-02,1.068202011424809099e-03,1.000000000000000000e+00
1.346654973489948004e-01,8.338672808962946381e-02,1.225610485145449012e-03,1.000000000000000000e+00
1.388294635021068979e-01,8.306801877947131429e-02,1.119474581107277175e-03,1.000000000000000000e+00
1.433722078266791711e-01,8.051564864751797890e-02,1.068841902590354732e-03,1.000000000000000000e+00
1.488793485872868805e-01,7.672870455433847270e-02,9.704037205220671395e-04,1.000000000000000000e+00
1.540677305202894642e-01,7.618765588268658351e-02,1.062693086454986587e-03,1.000000000000000000e+00
1.587191720666215888e-01,7.187296166121592833e-02,9.534138049700353586e-04,1.000000000000000000e+00
1.645206263346651598e-01,7.041001425245041467e-02,8.551545481911844004e-04,1.000000000000000000e+00
1.706614019695936457e-01,6.724256705009862278e-02,8.494697185741439211e-04,1.000000000000000000e+00
1.764236542046940248e-01,6.596600264314866902e-02,8.774011398268146073e-04,1.000000000000000000e+00
1.822887185420839495e-01,6.278361456489789383e-02,8.072904210304784976e-04,1.000000000000000000e+00
1.886853522393059091e-01,6.172836817847198593e-02,7.704575960105675050e-04,1.000000000000000000e+00
1.952277147316726080e-01,5.810632894861366554e-02,7.516612052760589940e-04,1.000000000000000000e+00
2.018098375457103855e-01,5.687503791301174588e-02,7.218835942048041623e-04,1.000000000000000000e+00
2.085002909161943474e-01,5.407358594712386585e-02,6.974343441021876389e-04,1.000000000000000000e+00
2.157164826713502404e-01,5.321453362629571110e-02,6.501301918372871151e-04,1.000000000000000000e+00
2.232864832888701023e-01,5.141527377837869922e-02,6.403941467028334425e-04,1.000000000000000000e+00
2.308392220110309090e-01,4.961375437211344025e-02,6.216652300230139606e-04,1.000000000000000000e+00
2.384541492281614661e-01,4.843232629796859895e-02,5.919534826276772865e-04,1.000000000000000000e+00
2.466871024373974153e-01,4.728276560645391230e-02,5.655941724932684678e-04,1.000000000000000000e+00
2.551228988787717089e-01,4.519725569127782533e-02,5.514708692701303545e-04,1.000000000000000000e+00
2.640211177172789858e-01,4.338242853603244825e-02,5.054563600270372018e-04,1.000000000000000000e+00
2.732807479855638988e-01,4.245344607201063242e-02,5.160712507566590345e-04,1.000000000000000000e+00
2.822330290347649928e-01,4.117077835219044163e-02,4.924523140675616650e-04,1.000000000000000000e+00
2.920439865897109799e-01,3.959282791512986482e-02,4.443631733276558584e-04,1.000000000000000000e+00
3.022480341885022681e-01,3.833278874904828132e-02,4.561413137735911166e-04,1.000000000000000000e+00
3.122866481160652130e-01,3.704519177189481011e-02,4.298093959025263834e-04,1.000000000000000000e+00
3.231381141473891327e-01,3.550832238105130351e-02,4.295296440010776175e-04,1.000000000000000000e+00
3.343118730881861622e-01,3.458771239723557739e-02,4.178467818145916736e-04,1.000000000000000000e+00
3.459039275614308462e-01,3.365571650564614520e-02,4.164149093762999445e-04,1.000000000000000000e+00
3.575591038206403227e-01,3.265832330266259242e-02,4.048079226591264307e-04,1.000000000000000000e+00
3.694499927832214370e-01,3.141930299686102740e-02,4.201351725057991707e-04,1.000000000000000000e+00
3.825196365059411741e-01,2.940755180983027628e-02,4.247230819659852203e-04,1.000000000000000000e+00
3.957644323559594279e-01,2.838142009835366297e-02,4.656525656888275879e-04,1.000000000000000000e+00
4.091579317541009786e-01,2.660647025728665044e-02,5.094527247833567857e-04,1.000000000000000000e+00
4.227492777058934892e-01,1.520743991231680858e-02,5.324730343413907295e-04,1.000000000000000000e+00
4.369572421322593936e-01,-2.058972019627479388e-03,5.130512969993725149e-04,1.000000000000000000e+00
4.522673593132961467e-01,-1.502954606630865254e-02,5.291372418456339590e-04,1.000000000000000000e+00
4.679746164337263981e-01,-2.177709965304465423e-02,6.125077761138713944e-04,1.000000000000000000e+00
4.838350185082818111e-01,-2.335120759526051332e-02,8.688008449240206986e-04,1.000000000000000000e+00
