Q,I_obs,err,I_fit,I_fit_over_I_obs
4.521645323762290766e-03,6.005994951675290849e+00,7.438490861084426919e-01,5.634034126556803912e+00,9.380684086298252122e-01
4.725105215184107789e-03,4.407998107962379564e+00,6.532310638349962950e-01,4.782758318610508930e+00,1.085018233100232488e+00
4.924092364723929582e-03,4.278397939002060113e+00,6.352424226047065359e-01,4.103478854980059154e+00,9.591157516164097174e-01
5.137909105876913539e-03,4.055261795810189973e+00,5.870132879025659056e-01,3.504165322263032678e+00,8.641033547780962998e-01
5.371798409526735985e-03,2.919083577208731572e+00,5.320064037410717761e-01,2.969930850852107174e+00,1.017418916690284281e+00
5.605435345323486578e-03,2.825442244068175679e+00,5.313077449333586388e-01,2.537606656810750483e+00,8.981272443767992497e-01
5.821345538048161052e-03,1.907061066148509454e+00,5.064145240839161843e-01,2.210604511617548340e+00,1.159168183367129235e+00
6.081332575715576831e-03,2.339802629634306630e+00,4.268382485672390647e-01,1.883926764235221984e+00,8.051648204744796811e-01
6.357818523235810905e-03,1.837940624399603928e+00,4.363705971590723931e-01,1.602742821029853326e+00,8.720318816356854574e-01
6.629891907601249967e-03,1.853697101549129034e+00,4.068225851898431555e-01,1.379307746542470570e+00,7.440847511655422908e-01
6.913458624917227270e-03,1.406461071787055594e+00,3.893630345547537952e-01,1.189797240432685754e+00,8.459510641989714808e-01
7.204083671415976650e-03,1.261130691113187208e+00,3.761775822348646381e-01,1.030905549670557031e+00,8.174454534609630896e-01
7.520270362837404125e-03,1.232024336733727354e+00,3.336534862934582568e-01,8.904746224077914052e-01,7.227735653084312872e-01
7.856477454476984423e-03,9.214851917123993985e-01,3.332363082018603984e-01,7.696951044410269560e-01,8.352766939322157080e-01
8.149090595851888122e-03,9.972658210510993992e-01,8.384270691583542434e-02,6.823623347129580408e-01,6.842331505894396759e-01
8.565122008883541138e-03,8.863412203031981740e-01,2.978628687082664483e-01,5.836763238060207470e-01,6.585232757271038961e-01
8.816672640498360303e-03,8.365208503920524841e-01,6.103633137950357362e-02,5.334557637992438650e-01,6.377076716608187645e-01
8.971842088051969200e-03,5.693837461559082547e-01,3.878894895614291155e-02,5.069558149378954326e-01,8.903587753611097444e-01
9.423528171805155632e-03,5.009422828096951053e-01,5.054174032056182181e-02,4.394399504737729889e-01,8.772267096501285000e-01
9.745037173786439896e-03,4.121786326152260260e-01,2.609688122259435916e-01,4.001520292069048468e-01,9.708218659176635068e-01
1.017091098263514688e-02,4.425716888727757037e-01,2.452737147840129139e-01,3.571919661607544927e-01,8.070827283835478871e-01
1.047263942487483730e-02,4.464068099428957215e-01,2.160981473241881459e-02,3.313437740552340749e-01,7.422462352167510380e-01
1.107351889487671708e-02,3.282714991069042854e-01,2.482136613798604716e-02,2.906847700110375410e-01,8.855010891956041075e-01
1.158433771814053152e-02,3.214535894759266155e-01,2.922267164389003372e-02,2.635686925727478980e-01,8.199276698152606624e-01
1.198312253681269555e-02,2.644799497369528796e-01,2.321040335145994546e-02,2.461981978449940545e-01,9.308766055417753149e-01
1.248356688265144822e-02,2.467652231947293773e-01,1.894866634329810118e-02,2.281653156573587027e-01,9.246250857532993805e-01
1.302519010043231597e-02,2.306599783099346213e-01,2.764278619609628410e-02,2.123812227997134705e-01,9.207545424908509801e-01
1.333230184424476911e-02,2.114370577033687360e-01,1.337750053724298151e-02,2.045777830092739558e-01,9.675587866734417508e-01
1.381946162277382893e-02,2.181817625690684326e-01,3.092805601442707650e-02,1.944024707847233913e-01,8.910115515414933629e-01
1.428968717154040398e-02,1.183869252275787931e-01,1.928166049376146551e-01,1.861801146252401729e-01,1.572640849209830050e+00
