Q,I_obs,err,I_fit,I_fit_over_I_obs
1.428968717154040398e-02,4.087480398293847350e-01,1.956633084606679007e-01,3.533552406449724237e-01,8.644817985976549490e-01
1.471706101995580440e-02,3.635083246247320932e-01,1.568958793597597864e-02,3.376678391217214914e-01,9.289136348398979726e-01
1.508096559438774908e-02,3.728560677479346164e-01,1.342061438420826154e-02,3.257284005827828510e-01,8.736035933388325292e-01
1.567440197223955722e-02,3.105990874564633630e-01,1.119308363541964696e-02,3.096323766275687617e-01,9.968875928232400208e-01
1.623542374825294801e-02,3.465344535628689937e-01,2.579678011528559467e-01,2.970706352633045166e-01,8.572614705666181667e-01
1.679522622772237211e-02,3.078608888065567650e-01,1.025257243873376606e-02,2.865255326908031086e-01,9.306980623668644759e-01
1.744305363142721610e-02,2.869662835162855030e-01,1.171161572688664797e-02,2.763373905057949775e-01,9.629611782950545651e-01
1.821637609071816502e-02,2.535561547312564223e-01,9.987892225382788772e-03,2.665098836017960604e-01,1.051088205231181405e+00
1.872080193530444026e-02,2.483475647879742620e-01,8.488573030959590052e-03,2.611490307353532825e-01,1.051546573280508046e+00
1.940734783867090890e-02,2.409328971820456911e-01,8.895050958269111463e-03,2.550312085805781503e-01,1.058515510183235531e+00
2.011656900771569348e-02,2.446177713555879873e-01,8.130258819739041853e-03,2.498904057257490541e-01,1.021554584284461109e+00
2.097426551875726172e-02,2.184768342669329289e-01,7.778461285314786956e-03,2.449297434056630363e-01,1.121078782688741171e+00
2.176396827728280595e-02,2.109588169366795607e-01,7.938198964479710115e-03,2.413642985675040209e-01,1.144129940015500058e+00
2.304986580035186736e-02,2.254686987005749543e-01,5.256711034862459123e-03,2.370366050979852701e-01,1.051306041433150984e+00
2.425756125598791529e-02,2.190084826109162663e-01,6.312357490570948658e-03,2.342599034305304917e-01,1.069638493622685038e+00
2.490719186390941836e-02,2.185028277870219027e-01,7.216702219710499112e-03,2.331267658850339486e-01,1.066927912311808724e+00
2.579865889394116624e-02,2.118799788905029735e-01,5.878314248665674792e-03,2.319616212997717142e-01,1.094778385925961883e+00
2.667013987670234162e-02,2.100178404427707757e-01,5.794388276913623251e-03,2.312247038646753627e-01,1.100976485508065261e+00
2.771503015016948956e-02,2.142984081502533056e-01,5.233249847293292532e-03,2.306647238940874312e-01,1.076371616033465983e+00
2.859368421612196523e-02,2.093254568778371016e-01,6.465392678341842260e-03,2.242793656963298632e-01,1.071438558126353024e+00
