Q,I,err,count
6.081332575715576831e-03,4.456079470350633009e+00,4.367991972517863974e-01,1.000000000000000000e+00
6.357818523235810905e-03,4.084454691523804470e+00,4.472569430002829027e-01,1.000000000000000000e+00
6.629891907601249967e-03,3.618355940239510016e+00,4.159865891633675594e-01,1.000000000000000000e+00
6.913458624917227270e-03,2.726066257054593045e+00,3.969993583455612152e-01,1.000000000000000000e+00
7.204083671415976650e-03,2.892640962804855054e+00,3.844928738239621890e-01,1.000000000000000000e+00
7.520270362837404125e-03,2.200834432489206627e+00,3.397578100993452477e-01,1.000000000000000000e+00
7.856477454476984423e-03,2.140631706397892575e+00,3.398613362611958011e-01,1.000000000000000000e+00
8.149090595851888122e-03,1.818706296242512233e+00,8.841097530348096534e-02,2.000000000000000000e+00
8.565122008883541138e-03,1.630997341494367925e+00,3.030314666068369411e-01,1.000000000000000000e+00
8.816672640498360303e-03,1.560794791518900215e+00,6.457146339209184072e-02,2.000000000000000000e+00
8.971842088051969200e-03,1.408936271615098157e+00,4.195865107745783140e-02,1.000000000000000000e+00
9.423528171805155632e-03,1.077690443439641266e+00,5.355977312189113410e-02,2.000000000000000000e+00
9.745037173786439896e-03,1.054814438601705540e+00,2.653680058070945202e-01,1.000000000000000000e+00
1.017091098263514688e-02,9.272691236231497269e-01,2.492005411483030064e-01,1.000000000000000000e+00
1.047263942487483730e-02,8.930119445109392373e-01,2.299192962170167401e-02,2.000000000000000000e+00
1.107351889487671708e-02,6.849637669245948191e-01,2.625503929303660972e-02,2.000000000000000000e+00
1.158433771814053152e-02,6.262391944495468987e-01,3.095251158349238141e-02,2.000000000000000000e+00
1.198312253681269555e-02,5.632389737377051508e-01,2.463925535359378152e-02,2.000000000000000000e+00
1.248356688265144822e-02,5.175969942684712777e-01,2.005088497081804547e-02,2.000000000000000000e+00
1.302519010043231597e-02,4.582393750660503917e-01,2.909169051418880950e-02,1.000000000000000000e+00
1.333230184424476911e-02,4.353687360395138706e-01,1.412848103621246534e-02,2.000000000000000000e+00
1.381946162277382893e-02,4.320353813335011117e-01,3.269439501278940952e-02,2.000000000000000000e+00
1.428968717154040398e-02,4.087480398293847350e-01,1.956633084606679007e-01,1.000000000000000000e+00
1.471706101995580440e-02,3.635083246247320932e-01,1.568958793597597864e-02,2.000000000000000000e+00
1.508096559438774908e-02,3.728560677479346164e-01,1.342061438420826154e-02,1.000000000000000000e+00
1.567440197223955722e-02,3.105990874564633630e-01,1.119308363541964696e-02,3.000000000000000000e+00
1.623542374825294801e-02,3.465344535628689937e-01,2.579678011528559467e-01,1.000000000000000000e+00
1.679522622772237211e-02,3.078608888065567650e-01,1.025257243873376606e-02,2.000000000000000000e+00
1.744305363142721610e-02,2.869662835162855030e-01,1.171161572688664797e-02,2.000000000000000000e+00
1.821637609071816502e-02,2.535561547312564223e-01,9.987892225382788772e-03,2.000000000000000000e+00
1.872080193530444026e-02,2.483475647879742620e-01,8.488573030959590052e-03,2.000000000000000000e+00
1.940734783867090890e-02,2.409328971820456911e-01,8.895050958269111463e-03,2.000000000000000000e+00
2.011656900771569348e-02,2.446177713555879873e-01,8.130258819739041853e-03,2.000000000000000000e+00
2.097426551875726172e-02,2.184768342669329289e-01,7.778461285314786956e-03,2.000000000000000000e+00
2.176396827728280595e-02,2.109588169366795607e-01,7.938198964479710115e-03,1.000000000000000000e+00
2.304986580035186736e-02,2.254686987005749543e-01,5.256711034862459123e-03,2.000000000000000000e+00
2.425756125598791529e-02,2.190084826109162663e-01,6.312357490570948658e-03,1.000000000000000000e+00
2.490719186390941836e-02,2.185028277870219027e-01,7.216702219710499112e-03,1.000000000000000000e+00
2.579865889394116624e-02,2.118799788905029735e-01,5.878314248665674792e-03,1.000000000000000000e+00
2.667013987670234162e-02,2.100178404427707757e-01,5.794388276913623251e-03,1.000000000000000000e+00
2.771503015016948956e-02,2.142984081502533056e-01,5.233249847293292532e-03,1.000000000000000000e+00
2.859368421612196523e-02,2.093254568778371016e-01,6.465392678341842260e-03,1.000000000000000000e+00
2.951447492885961657e-02,2.104652789106034039e-01,4.637933846760092932e-03,1.000000000000000000e+00
3.061562445324804427e-02,2.078608762992656955e-01,5.290311133715959110e-03,1.000000000000000000e+00
3.156227979959883023e-02,2.137209673216053929e-01,5.092043497043309379e-03,1.000000000000000000e+00
3.259506328870292319e-02,2.145635909522372042e-01,4.757633560127066084e-03,1.000000000000000000e+00
3.384712910430039134e-02,2.109929976835837051e-01,4.181975771870905835e-03,1.000000000000000000e+00
3.502666680268168992e-02,2.123174719015954448e-01,4.479122005302748136e-03,1.000000000000000000e+00
3.608411690544479494e-02,2.167006655171209717e-01,4.264966131688287254e-03,1.000000000000000000e+00
3.740308270479330427e-02,2.159030774201823877e-01,3.760618983836340815e-03,1.000000000000000000e+00
3.851348080971872534e-02,2.253315741464064215e-01,3.313934976078467768e-03,2.000000000000000000e+00
3.978499794244601956e-02,2.330077940450351326e-01,2.646731566166363181e-03,2.000000000000000000e+00
4.163161920608882821e-02,2.342478055185205355e-01,3.107057839082374203e-03,2.000000000000000000e+00
4.289679195542570739e-02,2.294149617483153270e-01,3.457321062187471497e-03,1.000000000000000000e+00
4.438414979045095243e-02,2.364106510053671784e-01,3.356888275067016619e-03,1.000000000000000000e+00
4.566001087036158923e-02,2.444647821284728351e-01,2.201794921309904209e-03,2.000000000000000000e+00
4.740162685349656041e-02,2.441899123233470803e-01,3.287189686318456750e-03,1.000000000000000000e+00
4.886980810049567497e-02,2.502904701037477753e-01,2.316919921837292881e-03,2.000000000000000000e+00
5.093309922617410973e-02,2.602630278463937130e-01,2.449345667887754992e-03,2.000000000000000000e+00
5.248379674487226032e-02,2.602539547826004940e-01,2.240485499188977006e-03,2.000000000000000000e+00
5.437961251237895255e-02,2.719549102980952648e-01,2.105440634558784514e-03,2.000000000000000000e+00
5.668469861568958129e-02,2.772802379961364916e-01,2.349826508604653356e-03,2.000000000000000000e+00
5.800105797149550380e-02,2.852249033190910610e-01,2.739435075869493981e-03,1.000000000000000000e+00
6.029426732721518412e-02,2.941957054721971443e-01,1.649076461386731526e-03,3.000000000000000000e+00
6.212917967761300009e-02,3.032639070000622827e-01,2.573306707248212716e-03,1.000000000000000000e+00
6.404774697856922827e-02,3.070210464970190012e-01,1.969907235956169442e-03,2.000000000000000000e+00
6.636490686460176647e-02,3.191215275447152888e-01,1.799039152945057767e-03,2.000000000000000000e+00
6.904567655939464199e-02,3.257324414858496220e-01,1.724630348653022468e-03,3.000000000000000000e+00
7.101138663560449538e-02,3.327458341098248895e-01,2.354600281308382066e-03,1.000000000000000000e+00
7.336895743619251120e-02,3.397510605816949636e-01,1.691039520067760642e-03,2.000000000000000000e+00
7.588539658703885582e-02,3.510079879560155103e-01,1.843701024242551433e-03,2.000000000000000000e+00
7.891670992906019144e-02,3.505009926395403208e-01,1.744327903168965124e-03,2.000000000000000000e+00
8.197715529228655207e-02,3.559896276805288307e-01,1.631904926543730839e-03,3.000000000000000000e+00
8.508976933886307215e-02,3.587261832968191011e-01,1.856501026719618907e-03,2.000000000000000000e+00
8.784890981392069753e-02,3.599517794005824833e-01,1.757818548353058457e-03,2.000000000000000000e+00
9.000361925701749755e-02,3.605180937295470733e-01,3.005107695592437300e-03,1.000000000000000000e+00
9.388637713796940676e-02,3.542533827309484185e-01,1.434375818373653019e-03,3.000000000000000000e+00
9.612972625647848990e-02,3.509980262367028980e-01,3.697323376604126112e-03,1.000000000000000000e+00
1.006199045739266107e-01,3.462580389128958602e-01,1.654692703704444467e-03,3.000000000000000000e+00
1.046591747308867476e-01,3.395387104718182725e-01,2.243738488163534231e-03,2.000000000000000000e+00
1.086973725861200141e-01,3.291969812440142529e-01,1.429485090671781368e-03,3.000000000000000000e+00
1.134447459187657437e-01,3.152890810530176724e-01,1.811993282733874531e-03,2.000000000000000000e+00
1.173110143632663666e-01,3.004233797119303384e-01,1.730019573706540132e-03,1.000000000000000000e+00
1.219069958677685694e-01,2.912093211250714186e-01,1.598586363537181409e-03,1.000000000000000000e+00
1.257718244152171150e-01,2.821060629229225070e-01,1.946630580221521845e-03,1.000000000000000000e+00
1.298218015330372122e-01,2.708441674464859839e-01,1.356237734858605111e-03,1.000000000000000000e+00
1.346654973489948004e-01,2.534245288428272902e-01,1.532673006865934492e-03,1.000000000000000000e+00
1.388294635021068979e-01,2.489428949401646940e-01,1.395154874158732392e-03,1.000000000000000000e+00
1.433722078266791711e-01,2.382746044744412095e-01,1.319307173644933533e-03,1.000000000000000000e+00
1.488793485872868805e-01,2.279600656207820819e-01,1.188668830450285941e-03,1.000000000000000000e+00
1.540677305202894642e-01,2.201580188887257705e-01,1.289333848997874536e-03,1.000000000000000000e+00
1.587191720666215888e-01,2.086430912052514297e-01,1.145914384999901364e-03,1.000000000000000000e+00
1.645206263346651598e-01,2.010410926476002835e-01,1.018434880258177900e-03,1.000000000000000000e+00
1.706614019695936457e-01,1.923106185151701175e-01,1.004761501793961483e-03,1.000000000000000000e+00
1.764236542046940248e-01,1.881456521450380337e-01,1.034747223025980203e-03,1.000000000000000000e+00
1.822887185420839495e-01,1.796714938236131376e-01,9.459474636888694611e-04,1.000000000000000000e+00
1.886853522393059091e-01,1.735492908412668567e-01,8.953706614783756967e-04,1.000000000000000000e+00
1.952277147316726080e-01,1.680799471367240283e-01,8.728052393812534698e-04,1.000000000000000000e+00
2.018098375457103855e-01,1.627016216224485556e-01,8.336272715920510197e-04,1.000000000000000000e+00
2.085002909161943474e-01,1.562708633695242266e-01,8.009086019675153547e-04,1.000000000000000000e+00
2.157164826713502404e-01,1.522176970979061683e-01,7.432349845815783285e-04,1.000000000000000000e+00
2.232864832888701023e-01,1.472973521322688550e-01,7.285477750861341258e-04,1.000000000000000000e+00
2.308392220110309090e-01,1.425158328972214727e-01,7.043111918863003600e-04,1.000000000000000000e+00
2.384541492281614661e-01,1.377665913045845736e-01,6.669962840603213755e-04,1.000000000000000000e+00
2.466871024373974153e-01,1.325380713470896143e-01,6.326127010907466085e-04,1.000000000000000000e+00
2.551228988787717089e-01,1.284422858344429486e-01,6.154607331900860834e-04,1.000000000000000000e+00
2.640211177172789858e-01,1.237167478265356335e-01,5.613156951083987396e-04,1.000000000000000000e+00
2.732807479855638988e-01,1.208315577706664534e-01,5.717506255496280403e-04,1.000000000000000000e+00
2.822330290347649928e-01,1.163767117253586836e-01,5.422676473857061634e-04,1.000000000000000000e+00
2.920439865897109799e-01,1.127594970306721317e-01,4.877692771272984160e-04,1.000000000000000000e+00
3.022480341885022681e-01,1.091492671969649664e-01,4.989532624176824241e-04,1.000000000000000000e+00
3.122866481160652130e-01,1.061778138034821378e-01,4.688111053659512286e-04,1.000000000000000000e+00
3.231381141473891327e-01,1.032988852667823115e-01,4.674443304243156949e-04,1.000000000000000000e+00
3.343118730881861622e-01,9.932889923157391110e-02,4.522148023600313250e-04,1.000000000000000000e+00
3.459039275614308462e-01,9.739443348101667342e-02,4.500082276202809189e-04,1.000000000000000000e+00
3.575591038206403227e-01,9.388209089104322669e-02,4.353660508394451402e-04,1.000000000000000000e+00
3.694499927832214370e-01,9.045403958955530732e-02,4.499565223852722458e-04,1.000000000000000000e+00
3.825196365059411741e-01,8.763549381921190151e-02,4.545012794028908563e-04,1.000000000000000000e+00
3.957644323559594279e-01,8.401034961385131505e-02,4.954481419001599204e-04,1.000000000000000000e+00
4.091579317541009786e-01,8.062688420697512737e-02,5.410516897832714838e-04,1.000000000000000000e+00
4.227492777058934892e-01,6.495340068641511366e-02,5.619187608907171960e-04,1.000000000000000000e+00
4.369572421322593936e-01,4.334105838444276410e-02,5.379306332254072710e-04,1.000000000000000000e+00
4.522673593132961467e-01,2.426439990385364717e-02,5.443962248741007282e-04,1.000000000000000000e+00
4.679746164337263981e-01,1.690532425951525586e-02,6.281167848754019368e-04,1.000000000000000000e+00
4.838350185082818111e-01,1.435480628041934173e-02,8.903383832070430959e-04,1.000000000000000000e+00
