Q,I,err,count
1.029880202502982426e-03,6.971305720289411312e+00,1.872957469484589188e+00,1.000000000000000000e+00
1.318886697563139646e-03,5.220351132066281963e+01,3.967992275851965456e+00,1.000000000000000000e+00
1.381725917062064622e-03,1.972180923401101325e+02,7.336382504503186297e+00,1.000000000000000000e+00
1.499524535029688865e-03,3.247970649115450783e+02,1.089122935501129597e+01,1.000000000000000000e+00
1.608726683749914536e-03,3.377807137376759670e+02,1.279218287413848465e+01,1.000000000000000000e+00
1.660631871481363072e-03,2.713470450268109175e+02,7.559454084875754987e+00,1.000000000000000000e+00
1.759861714213932938e-03,2.355508692572633436e+02,1.042305224423956567e+01,1.000000000000000000e+00
1.912149363681436886e-03,1.881109642227133065e+02,5.165908150954279243e+00,1.000000000000000000e+00
2.028626675082429581e-03,1.565840439338875285e+02,8.862979378560954302e+00,1.000000000000000000e+00
2.070033228428954340e-03,1.301980775219280133e+02,5.626328682334214015e+00,1.000000000000000000e+00
2.185198382459913307e-03,1.285094937125703041e+02,3.837501214528826310e+00,1.000000000000000000e+00
2.295401566914627520e-03,9.900294947827738667e+01,3.251235414100379195e+00,1.000000000000000000e+00
2.410882724418589394e-03,8.526410061151054265e+01,4.454588104760882850e+00,1.000000000000000000e+00
2.491554762408178247e-03,7.976651165240684804e+01,2.699890847671985838e+00,1.000000000000000000e+00
2.564270712874364578e-03,6.976256277927508620e+01,2.845909481024464061e+00,1.000000000000000000e+00
2.690243975063670145e-03,5.678870999553463861e+01,2.332405424137901306e+00,1.000000000000000000e+00
2.808753243102662771e-03,5.334470695519391370e+01,1.771479942573888966e+00,1.000000000000000000e+00
2.929624625046191918e-03,4.436405468198340429e+01,1.876121785298775047e+00,1.000000000000000000e+00
3.083374646050461663e-03,3.693679023276921214e+01,1.496202878184472507e+00,1.000000000000000000e+00
3.188396999187026546e-03,3.450128153993088631e+01,1.731021555842780391e+00,1.000000000000000000e+00
3.342703922838503785e-03,3.027937490980283641e+01,1.270697190555270861e+00,1.000000000000000000e+00
3.479584512124636077e-03,2.576051941827828173e+01,1.246277266037530973e+00,1.000000000000000000e+00
3.663338711021686765e-03,2.290023141235328197e+01,9.500963235992693212e-01,1.000000000000000000e+00
3.814171764191158151e-03,1.691621373965309871e+01,1.187881938353048117e+00,1.000000000000000000e+00
3.963039937061135082e-03,1.683465715120524564e+01,9.111082583490817122e-01,1.000000000000000000e+00
4.137725771273845221e-03,1.459983416169157877e+01,9.228022424429034309e-01,1.000000000000000000e+00
4.310886989258130159e-03,1.278075432946003964e+01,7.744832613285903555e-01,1.000000000000000000e+00
4.521645323762290766e-03,1.151321238436739236e+01,7.679232628914657299e-01,1.000000000000000000e+00
4.725105215184107789e-03,9.350821029609519996e+00,6.739715736553242298e-01,1.000000000000000000e+00
4.924092364723929582e-03,8.193249043982145707e+00,6.533562321619239555e-01,1.000000000000000000e+00
5.137909105876913539e-03,7.725611352519281105e+00,6.036960742718496808e-01,1.000000000000000000e+00
5.371798409526735985e-03,6.207028596014146693e+00,5.464600866679391045e-01,1.000000000000000000e+00
5.605435345323486578e-03,5.754267381839172302e+00,5.455052053308668825e-01,1.000000000000000000e+00
5.821345538048161052e-03,5.026928875757953108e+00,5.204430066392498055e-01,1.000000000000000000e+00
