name,value
scale,50.15269091469074
mean_k,0.019412285325414887
r_sigma_k,0.2700000000017518
k_H_over_k,0.05199273523210617
b,0.00256518230312258
k_H,0.0010088666356996112
p_H,0.49897664144465753
sigma_H_squared,0.24999895273726724
alpha_H,9.27025829819336e-05
kappa_H,0.00037081188527760765
rho0,4.2850054975316974e-05
highq_coefficient,0.0033688037469422685
skewness,0.11352087169661515
