name,value_1,value_2,background,relative_rmse
subtracted_background,0.04548313981381538,nan,nan,nan
peak_position,0.032746548860583535,0.11527298443879015,nan,nan
lowQ_DAB,9.05e-05,2.0861394658913704e-10,0.0,1.0499473478561285
lowQ_Qminus4,2.0790213287411408e-10,nan,0.0,1.047155565729727
highQ_line,0.0031912523682575745,0.0010158071781238211,0.0,0.13207348681597364
